Ticker,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HINDUNILVR.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,HDFCBANK.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,BHARTIARTL.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS,M&M.NS,M&M.NS,M&M.NS,M&M.NS,M&M.NS
Price,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume,Open,High,Low,Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,1864.1960890020341,1864.6479057952968,1831.8459624816887,1853.9849853515625,983169,591.0612337852921,594.3526456307169,584.5967492247966,587.6513671875,18368310,492.0574594183589,500.66072588789274,484.3623449103197,491.8184814453125,20285793,690.71323780845,691.9434536836012,684.9423678831845,685.9489135742188,10322817,660.3040213594156,668.5100142587062,658.1988058125564,661.8077392578125,9733935,525.7816179432783,528.6313828101796,521.5069706429265,525.8765869140625,1862669
2020-01-23,1854.029969631084,1862.2531224427116,1838.894109028515,1858.68359375,708017,587.248887040562,590.4929519914465,582.9865967313965,589.5457763671875,11508920,492.2964441256539,502.8115048034651,489.7632656887375,500.5650939941406,15772863,687.3581232334355,689.796218032275,680.2899656476081,683.0411987304688,11247739,667.7367413998227,674.9546092497037,667.3930658732487,673.9664306640625,12528017,525.7816337726858,538.9855679116308,522.0294316559109,538.130615234375,2113303
2020-01-24,1858.7742318435344,1878.6541701520214,1852.494022727904,1873.8648681640625,914993,590.0904267767455,593.8791293563715,586.8226592396154,589.4037475585938,11831756,497.55400292989253,504.10201749194687,491.48394433353855,501.1387023925781,23824625,683.1080783353278,687.2908592684342,679.3279633794755,680.6700439453125,14628445,666.576741464981,675.8138667898261,664.7292954218022,672.5916137695312,7540490,537.7506601765443,543.3552214917712,535.850816744755,539.3180541992188,2284717
2020-01-27,1866.9068858229434,1869.3918780475383,1858.5482756129422,1862.705078125,429312,584.8809389292223,584.8809389292223,573.8700224675994,574.5567016601562,18888552,498.17530563986867,500.9952516557467,489.333090948751,491.722900390625,11856786,677.6952802850295,681.9674704241261,673.2664314282462,673.9598388671875,13387750,669.4122006803074,674.3529878110744,665.4166390766485,668.5958862304688,3741610,536.7057743396293,553.3294045182904,534.8059308906394,549.3397216796875,3654906
2020-01-28,1863.2922202957318,1866.0031207132329,1845.8520501537466,1862.0272216796875,777052,577.2088623646235,581.4711527758164,574.5804268199824,579.2926025390625,13412158,491.675086995125,491.72290636609046,464.670486649221,469.59344482421875,31674769,674.8768456496997,675.5031818296184,654.7459935025485,658.3919067382812,24532236,671.087811859837,671.7752152625233,663.3544055772012,668.510009765625,5121009,552.1418915461245,560.2162245837882,540.0303919896288,543.830078125,3689004
2020-01-29,1863.337348380309,1884.798642226781,1863.337348380309,1874.31640625,873433,580.2871913795456,588.1960850182678,578.8427253732511,585.2835083007812,13788350,471.36190952966496,479.2960022448026,466.7257188838404,468.6375427246094,20037283,659.4208703121658,668.5245158029838,654.9473470644701,662.0155639648438,24746565,675.8996553584789,681.2271232506934,673.8803981274411,678.5634155273438,6832757,548.5797193090619,551.6194799987915,543.4976619839642,548.8171997070312,1934080
2020-01-30,1874.9490547356972,1877.7504068219396,1851.9516263590915,1859.7681884765625,952768,586.7515702363573,586.7515702363573,576.4510357873509,580.642333984375,12111984,470.3103790696423,471.17071166855465,458.9349858393154,468.2073669433594,15337903,661.6352224321117,661.9483606637074,644.1884717288344,645.8660278320312,22402689,678.5634230837039,678.5634230837039,668.5099848025825,670.8300170898438,3859680,549.0546914147925,558.1264312083625,535.6132774214103,539.4129638671875,2901951
2020-01-31,1865.0992793335997,1868.9397211636228,1825.3846367670246,1838.2161865234375,1930834,583.1996731083684,586.2070018867788,577.8955128734751,580.7607421875,11178268,471.4574656757954,477.3841549549805,465.53080611654167,474.564208984375,18356252,650.004074503463,650.115939458839,629.5153479649114,631.5060424804688,34750310,670.7010827359123,674.481879846576,663.0106298864689,666.7484741210938,6092028,542.2152872801274,548.1048133345587,536.9907180022417,538.7481079101562,2352196
2020-02-03,1874.9488258192239,1983.9723262927998,1874.9488258192239,1968.971923828125,4012542,566.8846757962867,567.3345611447334,557.7444068549465,564.8956298828125,13077010,474.1818705203734,490.71920075790734,474.1818705203734,487.564697265625,15212799,612.8289902103342,626.2719547408867,609.7646194987522,619.8076782226562,30712290,671.9470769378582,679.6375303151891,656.9098981061286,659.4017944335938,6416745,517.7072543345939,537.418126862012,508.3980345679694,530.72119140625,3818209
2020-02-04,1967.2099816543437,1991.7887668843957,1933.7755446671088,1947.872314453125,1932121,567.3581594243379,584.4073194738172,567.3581594243379,582.4182739257812,20897704,491.3405254559648,499.56138555999587,481.2556312183495,496.0245056152344,14646591,626.2943485822723,640.8333280510134,625.3101998110101,638.1044921875,25383901,661.7217595518065,678.7352948915391,661.7217595518065,676.9737548828125,5771311,533.8559707911506,549.8146430197891,530.8162098955488,548.0098266601562,2793702
2020-02-05,1958.535172359367,1973.535576802132,1946.3361200302327,1952.1195068359375,1514368,584.8336294451086,591.0376185260882,581.2343734585951,589.4511108398438,18020682,495.16413878043767,513.8045085471036,493.06112681926567,509.8374328613281,30647706,641.9069587229454,649.9145900708021,639.8491930659694,647.990966796875,18472100,671.0877950146051,675.3841317304477,665.4166515278996,674.13818359375,6310409,551.1920145101468,560.3112387797911,548.4847611115813,555.086669921875,3320830
2020-02-06,1957.2698169533958,1984.6047255234973,1928.3987758260432,1948.5948486328125,1302116,589.4510027877698,591.3689984827713,585.9227393745126,587.1541137695312,11827550,511.4625849464129,528.4300517777565,510.5544626499845,522.694580078125,17180298,650.4961469348968,656.26695662953,644.2332031533095,652.1513061523438,15538577,673.9663127493939,676.0715282077489,661.6358474791257,662.7958374023438,7341622,555.7041425210554,559.6463403987614,547.202332505566,551.0970458984375,2207104
2020-02-07,1956.366738516506,1962.6921736987767,1935.221800581242,1951.8033447265625,908152,590.0903671169963,590.5639548915685,583.2706916009547,588.2907104492188,6815448,524.7019524414599,524.7975911827259,514.5214491651474,515.6685791015625,8967847,649.1094039600182,649.7133433335028,638.9544787429636,641.3478393554688,12209212,666.7484574140747,669.2403010625379,662.4950738825356,667.908447265625,2853344,550.0046506195642,552.379454810495,533.1910253520509,540.6004028320312,4083215
2020-02-10,1951.9384048736522,1978.5503617808383,1944.3477526871138,1951.2154541015625,1389847,588.6459526743174,588.6459526743174,580.6423648340666,587.3909912109375,9219834,516.3855281213225,519.6834898248455,512.4663009047648,514.95166015625,8570467,638.8202476362594,646.6489428047836,630.9692153123326,642.2201538085938,15142476,665.0729014093579,668.5099706672875,661.4210153228079,664.385498046875,3827682,538.4155534310881,538.6055493475684,499.7062480767435,501.9385986328125,9648880
2020-02-11,1959.98066977542,1969.604276381573,1940.7332359495106,1945.2061767578125,777506,588.8117417811588,594.3526959818439,586.3254058019519,587.5330200195312,11613520,515.7164139332125,520.6394022252092,509.2639783652011,510.7456359863281,6622800,647.4988515504008,655.9090886918525,646.4475719077193,649.8922119140625,13999816,669.3691126677204,669.4550184048801,660.9483050513738,664.6860961914062,4312817,506.4982022040767,510.7728493491209,496.5240255323067,497.806396484375,5404802
2020-02-12,1949.227334542145,2053.0547047360483,1947.3296165080035,2042.5274658203125,4753325,589.7115734966399,593.3582346641225,589.1669937125963,591.51123046875,6297930,512.370679736531,518.4407381247338,511.4147678379099,515.8119506835938,5160923,651.4132102672503,659.778713137917,650.8987390375679,657.7432250976562,13533565,666.6195838242222,673.021135918938,666.0180862043903,671.1307373046875,2948825,500.2762805932533,507.5431467253336,497.66399594907796,504.4084167480469,3426829
2020-02-13,2038.5972192730183,2068.3718996073117,2017.8588741305377,2063.356689453125,2950407,596.6733008644125,596.6733008644125,584.2179181807978,587.9119262695312,9112140,515.9075377119893,518.8231225423267,508.30803206015145,516.1465454101562,5729055,661.0760000110254,661.0760000110254,654.2985851368666,659.4655151367188,13565659,674.5247682166347,682.2581732025579,672.1188304878938,680.7544555664062,4387430,503.8859857281864,511.0578830865581,501.8436308478236,506.8782043457031,3392352
2020-02-14,2053.959069785318,2076.188543475885,2029.7868721976554,2037.7388916015625,1728651,588.7643573113077,591.2270486728398,575.4092038524705,577.4692993164062,14688858,520.8783475265493,542.5298547409566,510.6978434164507,540.09228515625,37517890,660.8523610746443,671.6782959370149,650.0487633667867,665.4824829101562,21227841,682.687904616437,686.7264716212071,674.1811369350173,675.7708129882812,5321680,508.4455299304503,510.06040822562494,494.57669793836504,496.8089904785156,3507540
2020-02-17,2031.3681000146314,2068.4170733689907,2027.0306151089528,2035.52490234375,1420851,580.1451434690955,583.9338464468528,575.1487682927701,576.427490234375,10152690,540.0443708015861,543.6290699834749,531.9669096699881,539.9487915039062,23354434,666.108801931165,673.7808982963232,659.5327193324579,661.2997436523438,13149130,679.0788668939038,681.7855795888685,673.063996412212,678.3485107421875,2929629,497.85393481146116,499.0888793920356,490.1595923096754,496.5715637207031,2652464
2020-02-18,2035.5250426111393,2044.877517575662,2007.964219070274,2019.0787353515625,1194605,576.3090515064869,577.0667804849288,569.9629629163823,574.5804443359375,10529116,538.5150073022932,543.7725233291862,513.6133866391626,524.0806884765625,21865560,660.2484966614289,660.2484966614289,651.9724605253016,656.4459838867188,11127161,674.5248998790851,686.5975961967343,673.3649098829785,685.3946533203125,5083346,494.43425372332524,498.61393246978326,488.35473154277184,496.9990539550781,2868873
2020-02-19,2033.3560467342484,2085.7667894547644,2025.268571075105,2071.263427734375,1299800,578.9610502483681,582.5129585321005,574.8882069785566,581.1868896484375,10012268,524.8931916861811,529.1947953817986,514.9994259144347,519.4444580078125,22088140,661.7918138192991,673.9150960904617,659.8905874009041,672.7296142578125,14084409,687.4139173269309,691.5813432225175,684.105758828003,687.8005981445312,3985192,501.70121199425864,503.12609466623485,495.66917389571825,500.0388488769531,1952880
2020-02-20,2062.272183093494,2069.2753422210576,2026.3979798143782,2031.5938720703125,1555224,582.512980564733,582.512980564733,574.9829231562064,576.4036865234375,11123414,519.7312408428498,527.6653334357114,514.8560425721303,521.5474853515625,16010058,669.6876451612479,674.6085086758875,663.7825731086709,664.744384765625,16892268,690.2064188498924,692.6553095352078,682.1292857183249,684.8359985351562,4564569,499.56377873240444,506.3081987133135,496.80898297760405,498.5663146972656,2077458
2020-02-24,2021.2473907527244,2044.018910084519,1997.1204212153036,2001.68359375,1409245,572.5439902897593,575.2908228585611,568.3054022887617,573.017578125,16568084,518.1061318766693,518.1539215258382,503.8629737886206,506.53955078125,9834434,657.4971707893623,660.7404777544862,643.9871345353313,646.40283203125,21370214,687.499602549489,697.3811744412131,680.6684708937865,683.8477172851562,6627536,495.85911606776614,495.85911606776614,485.50497557225884,487.49981689453125,1911411
2020-02-25,2024.0483045811302,2060.0129569606943,2011.2619805945594,2018.3555908203125,2237493,570.1997004329769,572.5676393882633,567.3581736866331,568.4474487304688,13886680,509.50297537435927,514.2347455075168,507.5433023657912,511.65374755859375,9804202,649.2882495489266,649.2882495489266,630.7678229370605,633.6309204101562,27745062,686.5546019237387,692.5694732797665,683.4612604902738,686.0390625,6996695,489.73207541382084,493.4842773765065,480.7553335750509,483.4626159667969,2105613
2020-02-26,2023.0548577665274,2038.3261766814073,1990.117458635143,2020.705322265625,2896154,567.1213556782315,570.5311645044618,561.5093521550158,567.9501342773438,13814786,509.21619333670657,515.6208393080185,497.36284310019516,512.3229370117188,18965240,630.7678186366056,631.8190982347916,620.6352917833475,622.7154541015625,29362748,682.2154199459166,688.6599259865061,670.6582619573544,672.5916137695312,8760569,482.27525142869854,486.7873794358024,474.960842853038,477.81060791015625,3058370
2020-02-27,2025.9009585704584,2041.9404522245559,1987.993579662797,2037.648193359375,2446802,565.937479073151,569.4893879376268,559.3072491927961,568.044921875,20655098,511.1279581376633,512.227238962547,503.76740103227826,508.2124328613281,11381143,620.9260652375485,623.5207586374837,612.4263599498594,620.1432495117188,25054993,668.5100145994749,670.8729998695887,663.5262743370657,668.381103515625,5223386,478.76052401928195,478.76052401928195,463.1343008757068,468.7863464355469,6039260
2020-02-28,1979.9516212712183,2014.560610822404,1947.330360855504,1965.1771240234375,3837330,556.7025386820304,561.2016234268023,554.1451526333246,557.7207641601562,24313056,501.76001096042006,505.1057026112645,490.8625736897643,500.4217224121094,16934165,606.1186214911856,607.0580958283585,592.7427884250544,594.3756103515625,39315769,644.4505347061641,650.2935423983963,620.4340009570107,628.7259521484375,14123957,460.7119716779774,460.7119716779774,430.8844395156562,434.1616516113281,8613275
2020-03-02,1978.9573659199375,2025.9010821440302,1935.4475011201705,1951.351318359375,1707337,568.4001243927462,568.8500675447305,552.2744925046535,558.6442260742188,14664898,510.45887231814896,512.3706961767349,489.28532203653776,495.498779296875,10096159,606.2081051825395,612.4263145698782,582.0510718430629,588.7837524414062,29500495,633.2799270559657,658.1127701398912,630.487308653073,636.7599487304688,9821523,430.83696263526747,448.7905054231553,422.0977006485747,435.3490905761719,9225488
2020-03-03,1962.601375353236,1978.5958636935352,1935.3116896538345,1957.8572998046875,1753148,556.4656759635528,561.367298227923,553.1505612982381,559.6860961914062,22369550,500.8997140375446,509.8375087733317,491.48396331759557,497.8407897949219,10563605,594.8454135797672,605.6713484615526,591.4007735026032,600.7280883789062,27398798,648.7468191450699,652.1838883855736,636.9318936308385,641.8726806640625,7826587,438.86377319663205,447.4130674796833,432.4518024843436,442.90093994140625,4582866
2020-03-04,1969.016888772146,1974.4839141601562,1944.6187905634044,1966.1705322265625,1515878,558.0522006667385,558.833632138287,536.6223516377066,544.0813598632812,34288870,501.8556024041265,509.3117391823445,485.03150500095416,493.96929931640625,18066379,604.8213738082619,605.6265863851147,585.0930684252744,599.3189086914062,22105261,647.8016298045927,654.3320402192519,640.6267164780191,651.9690551757812,11013444,442.71094802122377,453.1126010884742,434.58912997479445,450.8802795410156,5912943
2020-03-05,1974.4390084874642,2040.9915211459504,1971.5926514804041,2004.2589111328125,2272645,546.0467512820113,551.7298050681208,541.1924761730429,545.2653198242188,19549708,499.7526175037594,507.3043335493963,493.87371759589996,503.6718444824219,14344961,604.9108243565992,607.4831207123542,584.2431048990697,586.5469970703125,30510390,656.2654546302358,664.686264377304,645.9542461777803,648.4031372070312,7755293,449.0279948657489,458.33721584046356,445.5132730138392,455.2974548339844,4081050
2020-03-06,1974.4395400309668,2033.175727720675,1951.1709733692746,1977.963623046875,2479414,532.786261814301,540.316319210145,521.4201548955959,537.4747924804688,23053566,494.925200218644,500.5650923288987,488.9029314595838,496.26348876953125,9503868,568.1384140570675,576.2579099445863,555.2099199542964,568.5857543945312,33734039,636.7170538393751,639.2948556767816,626.4917522394582,634.95556640625,9216022,435.87154397710117,450.0253704095343,433.63922235768314,447.4130859375,4502562
2020-03-09,1933.7755683073592,1960.5232064695872,1908.4738318995992,1917.058349609375,2485118,525.6824725647729,529.6606217571953,504.3710209743091,524.40380859375,34420590,487.51686393757717,489.42868766707437,469.4022389968119,474.3730163574219,15664232,554.7401888514859,555.1651920392663,489.85165057435484,498.41845703125,88187018,622.5392134734986,623.6992034520741,598.9093606501428,605.3109130859375,10308654,430.83695596248435,442.37852728717377,418.9154507621422,440.00372314453125,4540694
2020-03-11,1866.9068183775014,1960.3876601991824,1866.9068183775014,1947.3302001953125,2861629,523.3145209195276,530.4183379455845,517.1578794969449,527.4821166992188,35538240,465.5308418798955,486.0830081773819,465.5308418798955,472.03106689453125,21401999,495.6672390040311,527.183262933386,495.6672390040311,516.044189453125,59578576,593.4528886874372,598.0069941743861,574.8926864498168,589.457275390625,16165009,439.67120633071596,446.13066143829576,427.17974343027953,428.9845886230469,5104905
2020-03-12,1899.7989260246493,1918.4138638201268,1835.866968095354,1857.8251953125,3655780,509.10690349877325,511.4748425848141,475.2217009586306,483.67523193359375,59000770,457.4055406706074,460.273276386184,438.95635768458754,444.452880859375,14471096,485.37807039619054,492.5356942044962,469.13914008437206,475.5362854003906,55970485,573.990531621809,575.7090661476228,539.1902074740797,542.3695068359375,13965574,406.47145427305816,414.1183406864389,379.6361685824681,402.1493225097656,9408350
2020-03-13,1780.1581036329667,1915.7031369045126,1706.1504934053366,1837.2677001953125,3667035,464.1396942571931,512.1614774178273,435.32188963927103,506.64422607421875,66342364,433.794403084108,486.6087416423295,401.48446912516283,470.1669921875,24254296,446.45838815033005,509.98250923399024,421.58557799627334,494.4593811035156,73297403,508.6861744795027,573.1312134760614,489.7822963738455,551.9502563476562,16903113,380.4436170584471,427.22725785776925,328.3404092739293,407.3739013671875,6230411
2020-03-16,1807.2667005908015,1842.689083799659,1747.5365581976366,1754.765625,2948679,490.1633803351871,491.1105559493614,471.2198680517016,473.35101318359375,31986322,451.4310890691819,471.21853209704847,436.04085890527836,444.30950927734375,14936276,474.4403385952524,483.00714524632815,449.58986531183916,454.3765563964844,38482258,534.464238308704,534.593149376533,498.3750132139041,501.08172607421875,19140152,399.916981747559,407.1363914914569,369.32949553836545,372.17926025390625,3156508
2020-03-17,1767.1004139944548,1886.786618747753,1763.8472453718505,1810.9266357421875,3732382,477.37652201378086,478.3236976526971,452.1342970177646,461.79547119140625,42676838,444.50070225891574,459.79535327426925,424.7610486789633,434.65478515625,12629709,468.4905324264047,474.19430109253625,448.7846523850041,450.93194580078125,45445979,505.3351472921777,508.6863111988923,472.5970796611331,476.8504638671875,16059887,372.3692934314222,387.5680401020925,351.4235322716282,354.70074462890625,4526913
2020-03-18,1838.0356196895013,1864.9187141921495,1725.352464951455,1738.4100341796875,3910994,466.4839837531922,470.2726861593095,409.6534476614327,415.2891540527344,61181406,439.72111575423787,457.6923132626586,389.48774249597875,406.7898254394531,29342689,458.6711221665263,463.4130789981454,429.90633253193516,433.261474609375,44730415,488.06379230637157,496.65646470613166,453.6931027073313,459.1064758300781,15390183,360.02030828568996,364.484951672819,322.1184399394909,329.0528564453125,6595508
2020-03-19,1711.7530130150215,1716.0000464163336,1587.9552213567604,1661.1495361328125,5095006,401.12884057873225,435.677074128686,376.50227657625993,424.12152099609375,67220048,398.09098179457465,431.73920624369913,345.8024154426463,425.1434020996094,24017236,411.6095658236809,432.59042415452996,399.12841250234374,410.5359191894531,61404010,437.5819480619953,479.4712361680773,437.5819480619953,468.7733459472656,16583991,315.1365385967703,315.18402308824966,286.876366710549,298.4654235839844,10486153
2020-03-20,1671.72213507211,1878.5637747823216,1671.72213507211,1853.9849853515625,4252245,414.38934181029646,433.14340788887984,390.4968305499615,418.10699462890625,88637464,425.3823852396203,451.19209658424086,417.4004730490881,442.2542724609375,19758966,420.2882223245293,462.9657149231966,416.03836966442924,455.3830871582031,63360475,472.16732098848996,530.5545370484156,470.87842020326207,502.8431701660156,21354894,300.1752439254081,311.7642997486314,292.81335107597164,306.4447326660156,8819518
2020-03-23,1762.085248523463,1793.7576454465739,1671.7219024453366,1689.5234375,3574673,376.31286067374276,397.2217739590976,362.294673119177,365.39666748046875,50276954,398.04317721711146,426.05150839309647,381.8881950271548,389.39215087890625,14907385,409.86489349215907,424.98544483853334,391.72473514239124,395.4825134277344,40670949,464.0043907747818,482.0060530911666,443.29606764618916,452.361328125,17146150,284.02653656373104,288.68114624801825,266.54798626536234,278.70697021484375,6001358
2020-03-24,1784.676455427465,1871.380059860812,1744.0129412531685,1832.4334716796875,5788124,376.62076575069943,383.60618705824146,349.8630502336739,363.57342529296875,61057272,392.78565500878796,418.54757692299125,382.5095719229185,386.2376403808594,12947855,416.03838849257653,433.9325104811008,400.73893016882965,422.0329284667969,45734887,448.5376066291342,516.5486459305157,448.5376066291342,506.7959289550781,20027097,284.97651961656305,294.38073896604755,251.15930015753545,255.52894592285156,6690908
2020-03-25,1816.3485958665385,1932.826868019962,1808.7580522586209,1886.9222412109375,3959038,364.8757724018992,410.81379480726923,357.6772311510899,405.74639892578125,47228042,388.62739262008574,418.9299238209553,387.7193001165892,410.18328857421875,14093189,431.15893082862937,515.1494403179707,430.91289363718744,484.14788818359375,73130298,512.9824880857102,545.6346397561574,486.08743680415324,520.8877563476562,18339548,250.20937979878585,273.9099387393711,233.1107885279443,263.9357604980469,9393732
