Date,Ticker,Open,High,Low,Close,Volume,EPS,P/E Ratio,Debt-to-Equity,Revenue,Net Profit,ROE,ROA,Net Profit Margin,Operating Margin,P/B Ratio,EV/EBITDA,Asset Turnover,Revenue Growth,Daily_Return,SMA_20,SMA_50,Volatility_20
2020-01-01,BHARTIARTL.NS,435.945225034925,440.1990686939243,429.92295623223606,433.31646728515625,5154996,,,,,,,,,,,,,,,,,
2020-01-01,HDFCBANK.NS,604.345388393747,606.1923924015477,601.7406554576465,605.5293579101562,3673698,,,,,,,,,,,,,,,,,
2020-01-01,HINDUNILVR.NS,1744.0124316244269,1752.958424189976,1733.1688310132904,1749.9312744140625,543035,,,,,,,,,,,,,,,,,
2020-01-01,INFY.NS,631.5614385527498,635.8577748694352,629.4562232684716,633.1510620117188,2112415,,,,,,,,,,,,,,,,,
2020-01-01,RELIANCE.NS,679.0820584866276,683.1529754590517,673.4901841981465,675.3242797851562,14004468,,,,,,,,,,,,,,,,,
2020-01-02,BHARTIARTL.NS,434.0811999932944,439.1475569934775,433.5076647238069,435.1327209472656,4933053,,,,,,,,,,,,,,0.004191517745652851,,,
2020-01-02,HDFCBANK.NS,605.7188543538712,609.9811449630853,605.7188543538712,609.38916015625,6137166,,,,,,,,,,,,,,0.006374261124869163,,,
2020-01-02,HINDUNILVR.NS,1753.0487841594363,1764.4345428611718,1744.0124502204703,1751.2867431640625,663275,,,,,,,,,,,,,,0.0007745839907078444,,,
2020-01-02,INFY.NS,634.9127055572154,636.5452821568949,628.0385663277771,631.3037719726562,5658200,,,,,,,,,,,,,,-0.002917613425764576,,,
2020-01-02,RELIANCE.NS,676.3979593733322,689.3488518479688,676.3979593733322,686.8212890625,17710316,,,,,,,,,,,,,,0.0170244275550131,,,
2020-01-03,RELIANCE.NS,685.7923126356704,689.6619561224467,681.3187895160008,687.6488647460938,20984698,,,,,,,,,,,,,,0.001204935980833266,,,
2020-01-03,HINDUNILVR.NS,1751.1514104374362,1753.0490187572,1733.846806567205,1741.7083740234375,1598825,,,,,,,,,,,,,,-0.005469332294104845,,,
2020-01-03,INFY.NS,630.6163140268093,642.7319623931803,630.6163140268093,641.013427734375,7882938,,,,,,,,,,,,,,0.01538032274285106,,,
2020-01-03,BHARTIARTL.NS,435.6107049188754,438.95639688583697,431.59586861453454,435.0371398925781,5154587,,,,,,,,,,,,,,-0.00021965954313762914,,,
2020-01-03,HDFCBANK.NS,607.2342686142049,608.5603376104458,598.4255468849254,600.6987915039062,10855550,,,,,,,,,,,,,,-0.014260786408008097,,,
2020-01-06,BHARTIARTL.NS,433.88998753328985,437.2834984688203,425.04777296091777,429.8273620605469,7538915,,,,,,,,,,,,,,-0.011975478308168586,,,
2020-01-06,HDFCBANK.NS,596.720600771484,597.5730818969894,585.3544940901224,587.69873046875,10890186,,,,,,,,,,,,,,-0.02164156349076274,,,
2020-01-06,HINDUNILVR.NS,1741.6180068215251,1743.470499622082,1727.0695295106875,1730.86474609375,683129,,,,,,,,,,,,,,-0.006225857377396782,,,
2020-01-06,INFY.NS,641.0992552489884,647.7156233670265,632.8503108716351,634.8695678710938,6519403,,,,,,,,,,,,,,-0.00958460399963279,,,
