Date,TCS.NS,INFY.NS,HCLTECH.NS,TATASTEEL.NS,HINDALCO.NS,JINDALSTEL.NS,HDFCBANK.NS,ICICIBANK.NS,KOTAKBANK.NS,HINDUNILVR.NS,ITC.NS,NESTLEIND.NS
2023-10-31,-0.043775424341808054,-0.034975775767542426,0.042334959140267456,-0.08201643229840642,-0.06965999816226016,-0.10127360219838163,-0.033172068578286036,-0.03915349356018795,0.002129446530914447,0.007434979256181132,-0.03666781707142571,0.07396790740171999
2023-11-30,0.03467208593128193,0.061466737000422295,0.049610849290515416,0.07422831325912753,0.11528927300606394,0.056737660963672276,0.05424190397128777,0.0211865719751249,0.009184997096975065,0.03178406560144397,0.017126108259389476,0.005849240812602116
2023-12-31,0.08404887187953874,0.058554820111494606,0.08926465420082105,0.08753245961810435,0.1759499965491886,0.10906564237500388,0.0921383727952955,0.06385642031243233,0.0833826682930085,0.04546317008739238,0.0585980777315415,0.09232505503749941
2024-01-31,0.01286951342979869,0.07369586483339653,0.07996899981114027,-0.026493963434674445,-0.05947149594574664,0.012024760530795457,-0.15587318268551173,0.031166867519501897,-0.04439104467881003,-0.07092652204704929,-0.04549012530644495,-0.05889750977616577
2024-02-29,0.07060146677669649,0.007796657901740651,0.0542440856075438,0.03540825827436005,-0.13962816270026465,0.02491320489462864,-0.04128364332007479,0.023122102978262244,-0.07731387123010727,-0.02830279965810832,-0.06805364430230443,0.03817963575876949
2024-03-31,-0.0549100818327905,-0.11099201668434157,-0.07504920129249913,0.10119861790939788,0.10610454403294561,0.08976127112979901,0.0312163899776342,0.0383175042776821,0.05529545561666286,-0.06329275414475807,0.05284890437464113,0.010022229124672726
2024-04-30,-0.014460469296624234,-0.05312015164864389,-0.12175904588210201,0.0570513047107544,0.13993662001249593,0.09057234659170828,0.04866183794975884,0.05090899476589331,-0.09483703142777626,-0.015084590293002163,0.016898449088734484,-0.04482464926272369
2024-05-31,-0.032728253204166245,0.010154999003810696,-0.018257572721118984,0.01324524072303219,0.06742936735546712,0.10070811446298636,0.021067226303611918,-0.02584388340602785,0.034170305523321905,0.04325717472871578,-0.021344012387658786,-0.06274812195718336
2024-06-30,0.061589573535470454,0.10761469048771966,0.0974295662519228,0.059869564444158224,0.0060742582195176045,0.01568149134928375,0.0947728483124489,0.06772229336267048,0.07014282273076246,0.06968719993829478,0.014623429925986925,0.08024194738314794
2024-07-31,0.11854924146652827,0.17599870260304862,0.1257558668890235,-0.051169308422126976,-0.03514292743435516,-0.055262157900041665,-0.04125391128675469,0.012673776826457412,0.0040867168488322525,0.0898900049939098,0.15341082357843344,-0.033735892459135976
2024-08-31,0.03768178886008935,0.03959121393952068,0.0651909237478751,-0.07907540305872794,0.05204276083046919,-0.01613657292953977,0.01300503454201798,0.020273573158764345,-0.015103161836021077,0.02638910650211943,0.013136276943167722,0.017914255679667437
2024-09-30,-0.06468868501037062,-0.03566471099609851,0.024146381721639906,0.09836438482323524,0.07529884072035102,0.06893105791505126,0.05650144847810659,0.03501284755923667,0.040255815521059245,0.06288353685914354,0.031863908766755336,0.0729318203053645
2024-10-31,-0.07045025304029937,-0.05385678371156823,-0.010341817741299842,-0.12624358644614506,-0.09735535597846107,-0.12172248424010884,0.0021051105599932726,0.015008515305378667,-0.06856148754900417,-0.1570874597235902,-0.05831139248092597,-0.1728532286237404
2024-11-30,0.07343720893265207,0.05566981334409697,0.04538553031320313,-0.02743265265596615,-0.044484893441877615,-0.015381099945503273,0.03417903865952747,0.006056318517981983,0.019535217969683057,-0.001209459093996337,-0.024961168899853618,-0.012584653250200733
2024-12-31,-0.042095001746021744,0.011851860169635188,0.036839103048749364,-0.04594026406758145,-0.08546096226217742,0.026401161213756557,-0.013001478169329776,-0.014292864349088713,0.011714163583255856,-0.07023404321793096,0.014369219405920279,-0.029334396661299788
2025-01-31,0.022522308833271068,-0.00010630130050600376,-0.09538818931089356,-0.025159973133590526,-0.0136204850245071,-0.16194402849617062,-0.04269570359770556,-0.02276720961268737,0.06253142160680623,0.0592168118448464,-0.0398950269431139,0.06388147981780362
