,Date,Ticker,Open,High,Low,Close,Volume
0,2020-01-01,BHARTIARTL.NS,435.945225034925,440.1990686939243,429.92295623223606,433.31646728515625,5154996
1,2020-01-01,HDFCBANK.NS,604.345388393747,606.1923924015477,601.7406554576465,605.5293579101562,3673698
2,2020-01-01,HINDUNILVR.NS,1744.0124316244269,1752.958424189976,1733.1688310132904,1749.9312744140625,543035
3,2020-01-01,INFY.NS,631.5614385527498,635.8577748694352,629.4562232684716,633.1510620117188,2112415
4,2020-01-01,RELIANCE.NS,679.0820584866276,683.1529754590517,673.4901841981465,675.3242797851562,14004468
5,2020-01-02,BHARTIARTL.NS,434.0811999932944,439.1475569934775,433.5076647238069,435.1327209472656,4933053
6,2020-01-02,HDFCBANK.NS,605.7188543538712,609.9811449630853,605.7188543538712,609.38916015625,6137166
7,2020-01-02,HINDUNILVR.NS,1753.0487841594363,1764.4345428611718,1744.0124502204703,1751.2867431640625,663275
8,2020-01-02,INFY.NS,634.9127055572154,636.5452821568949,628.0385663277771,631.3037719726562,5658200
9,2020-01-02,RELIANCE.NS,676.3979593733322,689.3488518479688,676.3979593733322,686.8212890625,17710316
10,2020-01-03,BHARTIARTL.NS,435.6107049188754,438.95639688583697,431.59586861453454,435.0371398925781,5154587
11,2020-01-03,HDFCBANK.NS,607.2342686142049,608.5603376104458,598.4255468849254,600.6987915039062,10855550
12,2020-01-03,HINDUNILVR.NS,1751.1514104374362,1753.0490187572,1733.846806567205,1741.7083740234375,1598825
13,2020-01-03,INFY.NS,630.6163140268093,642.7319623931803,630.6163140268093,641.013427734375,7882938
14,2020-01-03,RELIANCE.NS,685.7923126356704,689.6619561224467,681.3187895160008,687.6488647460938,20984698
15,2020-01-06,BHARTIARTL.NS,433.88998753328985,437.2834984688203,425.04777296091777,429.8273620605469,7538915
16,2020-01-06,HDFCBANK.NS,596.720600771484,597.5730818969894,585.3544940901224,587.69873046875,10890186
17,2020-01-06,HINDUNILVR.NS,1741.6180068215251,1743.470499622082,1727.0695295106875,1730.86474609375,683129
18,2020-01-06,INFY.NS,641.0992552489884,647.7156233670265,632.8503108716351,634.8695678710938,6519403
19,2020-01-06,RELIANCE.NS,679.976780464453,683.510829151107,670.1349935917717,671.7007446289062,24519177
20,2020-01-07,BHARTIARTL.NS,432.0738312706289,435.2283349441209,423.56617281557845,425.4779968261719,4353883
21,2020-01-07,HDFCBANK.NS,596.1996846178865,602.1431767378965,593.050314229868,597.0047607421875,14724494
22,2020-01-07,HINDUNILVR.NS,1734.2986622156052,1744.9163562528763,1733.1691202967463,1735.60888671875,808935
23,2020-01-07,INFY.NS,634.1392721765393,638.091880808106,623.0547029448412,625.460693359375,7899363
24,2020-01-07,RELIANCE.NS,679.5293205694625,686.4633346701793,677.0688889990518,682.0345458984375,16683622
25,2020-01-08,BHARTIARTL.NS,423.08816792332976,440.4380401424602,420.93736615994624,438.6217956542969,14118818
26,2020-01-08,HDFCBANK.NS,590.5403361902679,597.73890607202,587.2726263307592,595.4420166015625,11332110
27,2020-01-08,HINDUNILVR.NS,1725.9398857403892,1749.4795811843398,1722.73194287715,1743.4251708984375,1889685
28,2020-01-08,INFY.NS,622.9257861994387,626.4058079768749,608.6189659032445,617.125732421875,8639443
29,2020-01-08,RELIANCE.NS,677.7399630034671,686.440941615489,675.5032015883575,676.912353515625,16047902
30,2020-01-09,BHARTIARTL.NS,447.75077332805074,454.0120199494853,435.2282800851817,439.8166809082031,18180867
31,2020-01-09,HDFCBANK.NS,599.0885942510204,604.2033658480826,598.1887658278872,602.1195678710938,9546316
32,2020-01-09,HINDUNILVR.NS,1754.4497900401066,1759.6456830323164,1744.9164118186238,1748.576171875,1544334
33,2020-01-09,INFY.NS,620.1331588503805,628.5539670587161,613.7745604883978,625.1598510742188,13521186
34,2020-01-09,RELIANCE.NS,688.2975058097518,693.3973052036212,685.0094646794911,692.5026245117188,14982742
35,2020-01-10,BHARTIARTL.NS,444.3094689335885,445.4087794797443,434.17678520881066,436.8533325195313,37724966
36,2020-01-10,HDFCBANK.NS,608.1341038414974,609.4601728526172,603.871813491343,607.4710693359375,9214580
37,2020-01-10,HINDUNILVR.NS,1753.8623737653024,1768.8626685869729,1745.503763453972,1765.699951171875,1003336
38,2020-01-10,INFY.NS,636.2444315832944,638.3496467880162,627.694712147083,634.2681274414062,9341405
39,2020-01-10,RELIANCE.NS,694.247234586273,696.9537331994524,688.7671661721967,692.3460083007812,12478359
40,2020-01-13,BHARTIARTL.NS,438.7651599810213,449.5670177746832,434.2245785284127,448.2287292480469,15206224
41,2020-01-13,HDFCBANK.NS,607.4710117404351,614.0065461154303,604.2979967938983,609.0338745117188,7451568
42,2020-01-13,HINDUNILVR.NS,1772.0251890687025,1805.3240595199247,1768.4106552817188,1802.6131591796875,2040089
43,2020-01-13,INFY.NS,653.043336579126,668.0805186714085,648.7469988384738,664.6864013671875,36952038
44,2020-01-13,RELIANCE.NS,691.183040979725,697.2893869010555,688.2081376597117,690.5791015625,18282382
45,2020-01-14,BHARTIARTL.NS,448.2287692163891,451.8134688238157,446.0301776293807,448.658935546875,8238486
46,2020-01-14,HDFCBANK.NS,610.4547343969623,612.1359943771557,605.0084741599063,610.6915283203125,7886290
47,2020-01-14,HINDUNILVR.NS,1803.2005033698767,1820.776129400268,1791.3629275389096,1815.2188720703125,1610737
48,2020-01-14,INFY.NS,661.5929489936188,667.607820828844,659.2299636297804,666.4907836914062,11414418
49,2020-01-14,RELIANCE.NS,688.9238120878065,693.3973351908096,680.8043754201078,684.181884765625,15816535
50,2020-01-15,BHARTIARTL.NS,448.80227252512975,451.19205212155697,444.5006395316304,447.2250061035156,10875259
51,2020-01-15,HDFCBANK.NS,609.2233033667563,609.9573297049485,603.3981508197825,608.205078125,11787448
52,2020-01-15,HINDUNILVR.NS,1817.342293848028,1831.6648608565104,1804.8721090840509,1826.8304443359373,1559491
53,2020-01-15,INFY.NS,664.9438903563332,664.9438903563332,654.890506244878,659.530517578125,6047430
54,2020-01-15,RELIANCE.NS,687.067237525864,688.8789956511123,679.19380913835,681.698974609375,15817859
55,2020-01-16,BHARTIARTL.NS,448.515479433618,455.92382597244085,447.3684089924437,453.00830078125,16290593
56,2020-01-16,HDFCBANK.NS,607.163288419645,611.4018762888768,605.8845666176381,609.8153686523438,7150400
57,2020-01-16,HINDUNILVR.NS,1827.1468621570773,1856.695632273982,1821.815402664098,1851.7708740234373,2468958
58,2020-01-16,INFY.NS,662.237344054906,663.7840147652558,653.2579899356449,659.0580444335938,5740586
59,2020-01-16,RELIANCE.NS,684.002803761548,690.4222859565853,683.5554037659856,687.9841918945312,12847975
60,2020-01-17,BHARTIARTL.NS,454.1554556261133,481.5902240593365,454.1554556261133,478.0055541992188,61915666
61,2020-01-17,HDFCBANK.NS,607.0211887708494,608.513001967246,602.3563603023184,605.3162841796875,16918814
62,2020-01-17,HINDUNILVR.NS,1856.9669237037756,1865.009173959998,1843.4576464107545,1861.7562255859373,994719
63,2020-01-17,INFY.NS,662.2373344441845,664.127733038518,654.976515096355,659.7883911132812,3762957
64,2020-01-17,RELIANCE.NS,694.9631011634697,709.0323441677112,694.8288990509899,707.2653198242188,29463471
65,2020-01-20,BHARTIARTL.NS,477.001818816019,490.0978779777431,472.4612370317212,486.2742004394531,45298836
66,2020-01-20,HDFCBANK.NS,617.9610470531414,617.9610470531414,593.1687365718038,594.3053588867188,22178450
67,2020-01-20,HINDUNILVR.NS,1861.9367978671708,1875.8526653058452,1852.448646264353,1864.0604248046875,829399
68,2020-01-20,INFY.NS,663.0106768415801,665.416667416314,655.5780456130107,660.3040161132812,3887680
69,2020-01-20,RELIANCE.NS,719.7912122876511,719.7912122876511,682.839822082319,685.5015869140625,32545850
70,2020-01-21,BHARTIARTL.NS,487.5168819580584,492.296441458472,482.1637277657035,489.1897277832031,65202963
71,2020-01-21,HDFCBANK.NS,591.9847425595085,591.9847425595085,586.4911357107582,589.3089599609375,14984804
72,2020-01-21,HINDUNILVR.NS,1861.2588964668616,1875.0393058229097,1854.3911943783985,1857.3280029296875,750000
73,2020-01-21,INFY.NS,660.3039963649677,662.0654839187372,653.687627373367,655.1913452148438,4448374
74,2020-01-21,RELIANCE.NS,683.8239827310947,691.5408127343894,680.8714169985212,686.1949462890625,18922720
75,2020-01-22,BHARTIARTL.NS,492.0574899507657,500.6607569541365,484.3623749652409,491.8185119628906,20285793
76,2020-01-22,HDFCBANK.NS,591.0612337852921,594.3526456307169,584.5967492247966,587.6513671875,18368310
77,2020-01-22,HINDUNILVR.NS,1864.1958435167676,1864.647660250533,1831.845721256424,1853.9847412109373,983169
78,2020-01-22,INFY.NS,660.3038995664637,668.5098909521603,658.1986844079111,661.8076171875,9733935
79,2020-01-22,RELIANCE.NS,690.7131763493682,691.9433921150559,684.9423069375898,685.9488525390625,10322817
80,2020-01-23,BHARTIARTL.NS,492.2964441256539,502.8115048034651,489.7632656887375,500.5650939941406,15772863
81,2020-01-23,HDFCBANK.NS,587.2488262432006,590.49289085823,582.9865363753064,589.5457153320312,11508920
82,2020-01-23,HINDUNILVR.NS,1854.029969631084,1862.253122442712,1838.894109028515,1858.68359375,708017
83,2020-01-23,INFY.NS,667.7366204578454,674.95448700041,667.3929449935188,673.96630859375,12528017
84,2020-01-23,RELIANCE.NS,687.3580618125278,689.796156393504,680.2899048582964,683.0411376953125,11247739
85,2020-01-24,BHARTIARTL.NS,497.5540029298925,504.10201749194687,491.48394433353855,501.1387023925781,23824625
86,2020-01-24,HDFCBANK.NS,590.0904878830103,593.8791908549719,586.8227200074896,589.40380859375,11831756
87,2020-01-24,HINDUNILVR.NS,1858.773868581772,1878.6538030051067,1852.493660693488,1873.864501953125,914993
88,2020-01-24,INFY.NS,666.5766204863226,675.8137441346989,664.7291747784413,672.5914916992188,7540490
89,2020-01-24,RELIANCE.NS,683.1081395891008,687.2909208972738,679.3280242942884,680.6701049804688,14628445
90,2020-01-27,BHARTIARTL.NS,498.1753365578996,500.99528274879066,489.3331213180115,491.7229309082031,11856786
91,2020-01-27,HDFCBANK.NS,584.8809389292223,584.8809389292223,573.8700224675994,574.5567016601562,18888552
92,2020-01-27,HINDUNILVR.NS,1866.9070081686168,1869.3920005560628,1858.5483974108436,1862.7052001953125,429312
93,2020-01-27,INFY.NS,669.4122617899837,674.3530493717882,665.4166998215759,668.595947265625,3741610
94,2020-01-27,RELIANCE.NS,677.6952802850295,681.9674704241261,673.2664314282462,673.9598388671875,13387750
95,2020-01-28,BHARTIARTL.NS,491.6751189477279,491.722938321801,464.6705168468697,469.5934753417969,31674769
96,2020-01-28,HDFCBANK.NS,577.2088623646235,581.4711527758164,574.5804268199824,579.2926025390625,13412158
97,2020-01-28,HINDUNILVR.NS,1863.2924646022177,1866.00336537516,1845.852292173556,1862.0274658203125,777052
98,2020-01-28,INFY.NS,671.087811859837,671.7752152625233,663.3544055772012,668.510009765625,5121009
99,2020-01-28,RELIANCE.NS,674.8768456496997,675.5031818296184,654.7459935025485,658.3919067382812,24532236
100,2020-01-29,BHARTIARTL.NS,471.3618788346766,479.2959710331478,466.7256884907598,468.6375122070313,20037283
101,2020-01-29,HDFCBANK.NS,580.2871913795456,588.1960850182678,578.8427253732511,585.2835083007812,13788350
102,2020-01-29,HINDUNILVR.NS,1863.3374697355785,1884.79876497978,1863.3374697355785,1874.3165283203125,873433
103,2020-01-29,INFY.NS,675.8997161540362,681.2271845254437,673.8804587413712,678.5634765625,6832757
104,2020-01-29,RELIANCE.NS,659.4208095162297,668.5244541677285,654.9472866809749,662.0155029296875,24746565
105,2020-01-30,BHARTIARTL.NS,470.3103484149906,471.1706809578269,458.93495592610753,468.2073364257813,15337903
106,2020-01-30,HDFCBANK.NS,586.7516319136959,586.7516319136959,576.4510963819321,580.6423950195312,12111984
107,2020-01-30,HINDUNILVR.NS,1874.948808602208,1877.7501603207031,1851.951383244584,1859.7679443359373,952768
108,2020-01-30,INFY.NS,678.5634848224805,678.5634848224805,668.5100456266517,670.830078125,3859680
109,2020-01-30,RELIANCE.NS,661.6352224321117,661.9483606637074,644.1884717288344,645.8660278320312,22402689
110,2020-01-31,BHARTIARTL.NS,471.4574656757954,477.3841549549805,465.53080611654167,474.564208984375,18356252
111,2020-01-31,HDFCBANK.NS,583.1997343998446,586.2070634943107,577.8955736075096,580.7608032226562,11178268
112,2020-01-31,HINDUNILVR.NS,1865.0995270446729,1868.93996938476,1825.3848792034416,1838.2164306640625,1930834
113,2020-01-31,INFY.NS,670.7010213389284,674.4818181034922,663.0105691934805,666.7484130859375,6092028
114,2020-01-31,RELIANCE.NS,650.0040116804691,650.1158766250334,629.5152871221561,631.5059814453125,34750310
115,2020-02-03,BHARTIARTL.NS,474.1818705203734,490.71920075790734,474.1818705203734,487.564697265625,15212799
116,2020-02-03,HDFCBANK.NS,566.8846145462204,567.3344998460584,557.744346592457,564.8955688476562,13077010
117,2020-02-03,HINDUNILVR.NS,1874.948942060388,1983.972449293092,1874.948942060388,1968.9720458984373,4012542
118,2020-02-03,INFY.NS,671.9470769378582,679.6375303151891,656.9098981061286,659.4017944335938,6416745
119,2020-02-03,RELIANCE.NS,612.8289902103342,626.2719547408867,609.7646194987522,619.8076782226562,30712290
120,2020-02-04,BHARTIARTL.NS,491.3405254559648,499.5613855599959,481.2556312183495,496.0245056152344,14646591
121,2020-02-04,HDFCBANK.NS,567.3582188812532,584.4073807174176,567.3582188812532,582.4183349609375,20897704
122,2020-02-04,HINDUNILVR.NS,1967.21010493652,1991.7888917068883,1933.7756658539968,1947.8724365234373,1932121
123,2020-02-04,INFY.NS,661.7216402316978,678.7351725035899,661.7216402316978,676.9736328125,5771311
124,2020-02-04,RELIANCE.NS,626.2943485822723,640.8333280510134,625.3101998110101,638.1044921875,25383901
125,2020-02-05,BHARTIARTL.NS,495.1641980589815,513.8045700571781,493.06118584604747,509.8374938964844,30647706
126,2020-02-05,HDFCBANK.NS,584.8336294451086,591.0376185260882,581.2343734585951,589.4511108398438,18020682
127,2020-02-05,HINDUNILVR.NS,1958.5346824733745,1973.5350831641067,1946.3356331955745,1952.1190185546875,1514368
128,2020-02-05,INFY.NS,671.087734255625,675.3840705824857,665.4165912823738,674.1381225585938,6310409
129,2020-02-05,RELIANCE.NS,641.9068982608502,649.9145288544571,639.849132797698,647.9909057617188,18472100
130,2020-02-06,BHARTIARTL.NS,511.4625252228191,528.429990072868,510.5544030324323,522.6945190429688,17180298
131,2020-02-06,HDFCBANK.NS,589.4510027877698,591.3689984827713,585.9227393745126,587.1541137695312,11827550
